"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 09 08:15:22 IST 2026","Sat May 09 08:26:23 IST 2026","660279","","RFQ item management","","Add item from Excel sheet and send to Vendor successfully","","Add item from Excel sheet and send to Vendor successfully",""
